Date,temperature_2m (°C),relative_humidity_2m (%),dew_point_2m (°C),apparent_temperature (°C),precipitation (mm),rain (mm),snowfall (cm),surface_pressure (hPa),cloud_cover (%),wind_speed_10m (km/h),wind_direction_10m (°),soil_temperature_0_to_7cm (°C),soil_moisture_0_to_7cm (m³/m³),is_day ()
2023-04-27 10:35:00+01:00,12.1,53.0,2.9,10.3,0.0,0.0,0.0,988.8,2.0,6.3,149.0,11.7,0.365,1.0
2023-04-27 11:15:00+01:00,13.4,53.0,4.0,12.6,0.0,0.0,0.0,988.3,42.0,4.8,153.0,12.9,0.364,1.0
2023-04-27 11:35:00+01:00,13.4,53.0,4.0,12.6,0.0,0.0,0.0,988.3,42.0,4.8,153.0,12.9,0.364,1.0
2023-04-27 12:15:00+01:00,14.1,49.0,3.6,13.2,0.0,0.0,0.0,987.9,79.0,3.3,174.0,13.8,0.363,1.0
2023-04-27 12:35:00+01:00,14.1,49.0,3.6,13.2,0.0,0.0,0.0,987.9,79.0,3.3,174.0,13.8,0.363,1.0
2023-04-27 13:15:00+01:00,14.3,49.0,3.8,12.2,0.0,0.0,0.0,987.8,12.0,4.3,114.0,14.1,0.365,1.0
2023-04-27 13:35:00+01:00,14.3,49.0,3.8,12.2,0.0,0.0,0.0,987.8,12.0,4.3,114.0,14.1,0.365,1.0
2023-04-27 14:15:00+01:00,15.1,48.0,4.2,14.2,0.0,0.0,0.0,987.5,45.0,2.6,106.0,14.9,0.363,1.0
2023-04-27 14:35:00+01:00,15.1,48.0,4.2,14.2,0.0,0.0,0.0,987.5,45.0,2.6,106.0,14.9,0.363,1.0
2023-04-27 15:15:00+01:00,15.0,48.0,4.1,13.2,0.0,0.0,0.0,987.4,80.0,2.5,82.0,15.0,0.362,1.0
2023-04-27 15:35:00+01:00,15.0,48.0,4.1,13.2,0.0,0.0,0.0,987.4,80.0,2.5,82.0,15.0,0.362,1.0
2023-04-27 16:15:00+01:00,13.8,52.0,4.2,11.6,0.0,0.0,0.0,987.5,38.0,5.4,48.0,14.4,0.362,1.0
2023-04-27 16:35:00+01:00,13.8,52.0,4.2,11.6,0.0,0.0,0.0,987.5,38.0,5.4,48.0,14.4,0.362,1.0
2023-04-27 17:15:00+01:00,13.4,54.0,4.3,11.4,0.0,0.0,0.0,987.8,100.0,4.5,346.0,13.8,0.361,1.0
2023-04-27 17:35:00+01:00,13.4,54.0,4.3,11.4,0.0,0.0,0.0,987.8,100.0,4.5,346.0,13.8,0.361,1.0
2023-04-27 18:15:00+01:00,12.3,71.0,7.1,11.1,0.0,0.0,0.0,987.8,72.0,2.9,270.0,13.0,0.361,1.0
2023-04-27 18:35:00+01:00,12.3,71.0,7.1,11.1,0.0,0.0,0.0,987.8,72.0,2.9,270.0,13.0,0.361,1.0
2023-04-27 19:15:00+01:00,11.1,84.0,8.5,10.3,0.0,0.0,0.0,988.0,17.0,2.1,239.0,12.2,0.361,1.0
2023-04-27 19:35:00+01:00,11.1,84.0,8.5,10.3,0.0,0.0,0.0,988.0,17.0,2.1,239.0,12.2,0.361,1.0
2023-04-27 20:15:00+01:00,11.5,72.0,6.7,10.2,0.0,0.0,0.0,988.6,24.0,3.3,347.0,11.2,0.361,0.0
2023-04-27 20:35:00+01:00,11.5,72.0,6.7,10.2,0.0,0.0,0.0,988.6,24.0,3.3,347.0,11.2,0.361,0.0
2023-04-27 21:15:00+01:00,10.2,73.0,5.6,8.0,0.0,0.0,0.0,989.0,65.0,7.1,60.0,10.3,0.362,0.0
2023-04-27 21:35:00+01:00,10.2,73.0,5.6,8.0,0.0,0.0,0.0,989.0,65.0,7.1,60.0,10.3,0.362,0.0
2023-04-27 22:15:00+01:00,8.9,72.0,4.2,6.6,0.0,0.0,0.0,989.4,87.0,6.5,90.0,9.9,0.362,0.0
2023-04-27 22:35:00+01:00,8.9,72.0,4.2,6.6,0.0,0.0,0.0,989.4,87.0,6.5,90.0,9.9,0.362,0.0
2023-04-27 23:15:00+01:00,8.3,73.0,3.8,6.0,0.0,0.0,0.0,989.6,100.0,5.7,108.0,9.5,0.362,0.0
2023-04-27 23:35:00+01:00,8.3,73.0,3.8,6.0,0.0,0.0,0.0,989.6,100.0,5.7,108.0,9.5,0.362,0.0
2023-04-28 00:15:00+01:00,8.3,76.0,4.4,6.2,0.0,0.0,0.0,989.4,100.0,4.7,148.0,9.3,0.362,0.0
2023-04-28 00:35:00+01:00,8.3,76.0,4.4,6.2,0.0,0.0,0.0,989.4,100.0,4.7,148.0,9.3,0.362,0.0
2023-04-28 01:15:00+01:00,7.9,75.0,3.8,6.2,0.0,0.0,0.0,988.7,22.0,1.5,315.0,8.3,0.353,0.0
2023-04-28 01:35:00+01:00,7.9,75.0,3.8,6.2,0.0,0.0,0.0,988.7,22.0,1.5,315.0,8.3,0.353,0.0
2023-04-28 02:15:00+01:00,6.7,83.0,4.1,4.4,0.0,0.0,0.0,988.6,31.0,6.1,360.0,7.9,0.354,0.0
2023-04-28 02:35:00+01:00,6.7,83.0,4.1,4.4,0.0,0.0,0.0,988.6,31.0,6.1,360.0,7.9,0.354,0.0
2023-04-28 03:15:00+01:00,5.2,90.0,3.7,3.1,0.0,0.0,0.0,988.4,61.0,3.7,349.0,7.4,0.354,0.0
2023-04-28 03:35:00+01:00,5.2,90.0,3.7,3.1,0.0,0.0,0.0,988.4,61.0,3.7,349.0,7.4,0.354,0.0
2023-04-28 04:15:00+01:00,5.6,92.0,4.3,3.8,0.0,0.0,0.0,988.4,59.0,2.4,333.0,7.2,0.354,0.0
2023-04-28 04:35:00+01:00,5.6,92.0,4.3,3.8,0.0,0.0,0.0,988.4,59.0,2.4,333.0,7.2,0.354,0.0
2023-04-28 05:15:00+01:00,5.9,89.0,4.3,4.0,0.0,0.0,0.0,988.3,65.0,3.4,122.0,6.9,0.355,1.0
2023-04-28 05:35:00+01:00,5.9,89.0,4.3,4.0,0.0,0.0,0.0,988.3,65.0,3.4,122.0,6.9,0.355,1.0
2023-04-28 06:15:00+01:00,6.6,88.0,4.7,4.8,0.0,0.0,0.0,988.4,82.0,3.6,127.0,7.2,0.355,1.0
2023-04-28 06:35:00+01:00,6.6,88.0,4.7,4.8,0.0,0.0,0.0,988.4,82.0,3.6,127.0,7.2,0.355,1.0
2023-04-28 07:15:00+01:00,8.6,83.0,5.8,7.0,0.0,0.0,0.0,988.7,86.0,4.2,149.0,8.1,0.355,1.0
2023-04-28 07:35:00+01:00,8.6,83.0,5.8,7.0,0.0,0.0,0.0,988.7,86.0,4.2,149.0,8.1,0.355,1.0
2023-04-28 08:15:00+01:00,11.2,73.0,6.5,9.3,0.0,0.0,0.0,988.8,89.0,6.8,162.0,9.4,0.355,1.0
2023-04-28 08:35:00+01:00,11.2,73.0,6.5,9.3,0.0,0.0,0.0,988.8,89.0,6.8,162.0,9.4,0.355,1.0
2023-04-28 09:15:00+01:00,13.1,64.0,6.4,10.7,0.0,0.0,0.0,988.5,87.0,9.9,170.0,10.6,0.354,1.0
2023-04-28 09:35:00+01:00,13.1,64.0,6.4,10.7,0.0,0.0,0.0,988.5,87.0,9.9,170.0,10.6,0.354,1.0
2023-04-28 10:15:00+01:00,14.2,59.0,6.3,11.4,0.0,0.0,0.0,988.1,88.0,12.6,180.0,11.7,0.353,1.0
2023-04-28 10:35:00+01:00,14.2,59.0,6.3,11.4,0.0,0.0,0.0,988.1,88.0,12.6,180.0,11.7,0.353,1.0
2023-04-28 11:15:00+01:00,15.5,57.0,7.0,13.2,0.0,0.0,0.0,987.8,83.0,13.7,183.0,12.9,0.352,1.0
2023-04-28 11:35:00+01:00,15.5,57.0,7.0,13.2,0.0,0.0,0.0,987.8,83.0,13.7,183.0,12.9,0.352,1.0
2023-04-28 12:15:00+01:00,16.5,54.0,7.1,14.1,0.0,0.0,0.0,986.9,53.0,13.8,187.0,13.8,0.351,1.0
2023-04-28 12:35:00+01:00,16.5,54.0,7.1,14.1,0.0,0.0,0.0,986.9,53.0,13.8,187.0,13.8,0.351,1.0
2023-04-28 13:15:00+01:00,17.2,49.0,6.5,14.8,0.0,0.0,0.0,985.6,100.0,10.8,210.0,13.7,0.35,1.0
2023-04-28 13:35:00+01:00,17.2,49.0,6.5,14.8,0.0,0.0,0.0,985.6,100.0,10.8,210.0,13.7,0.35,1.0
2023-04-28 14:15:00+01:00,17.3,45.0,5.3,14.4,0.0,0.0,0.0,985.2,100.0,11.8,203.0,14.0,0.349,1.0
2023-04-28 14:35:00+01:00,17.3,45.0,5.3,14.4,0.0,0.0,0.0,985.2,100.0,11.8,203.0,14.0,0.349,1.0
2023-04-28 15:15:00+01:00,16.0,56.0,7.3,12.9,0.0,0.0,0.0,984.6,100.0,16.4,209.0,14.0,0.348,1.0
2023-04-28 15:35:00+01:00,16.0,56.0,7.3,12.9,0.0,0.0,0.0,984.6,100.0,16.4,209.0,14.0,0.348,1.0
2023-04-28 16:15:00+01:00,15.8,56.0,6.9,13.0,0.0,0.0,0.0,984.6,93.0,13.3,213.0,13.9,0.348,1.0
2023-04-28 16:35:00+01:00,15.8,56.0,6.9,13.0,0.0,0.0,0.0,984.6,93.0,13.3,213.0,13.9,0.348,1.0
2023-04-28 17:15:00+01:00,14.1,61.0,6.8,11.7,0.2,0.2,0.0,984.1,94.0,10.3,205.0,13.3,0.35,1.0
2023-04-28 17:35:00+01:00,14.1,61.0,6.8,11.7,0.2,0.2,0.0,984.1,94.0,10.3,205.0,13.3,0.35,1.0
2023-04-28 18:15:00+01:00,12.8,69.0,7.3,10.8,0.4,0.4,0.0,983.8,65.0,8.6,202.0,12.5,0.353,1.0
2023-04-28 18:35:00+01:00,12.8,69.0,7.3,10.8,0.4,0.4,0.0,983.8,65.0,8.6,202.0,12.5,0.353,1.0
2023-04-28 19:15:00+01:00,10.9,79.0,7.4,9.2,0.0,0.0,0.0,983.6,83.0,6.5,214.0,11.6,0.353,1.0
2023-04-28 19:35:00+01:00,10.9,79.0,7.4,9.2,0.0,0.0,0.0,983.6,83.0,6.5,214.0,11.6,0.353,1.0
2023-04-28 20:15:00+01:00,11.3,77.0,7.5,9.4,0.0,0.0,0.0,983.4,82.0,8.4,200.0,11.0,0.353,0.0
2023-04-28 20:35:00+01:00,11.3,77.0,7.5,9.4,0.0,0.0,0.0,983.4,82.0,8.4,200.0,11.0,0.353,0.0
2023-04-28 21:15:00+01:00,10.7,81.0,7.6,9.1,0.0,0.0,0.0,983.2,88.0,6.6,209.0,10.6,0.353,0.0
2023-04-28 21:35:00+01:00,10.7,81.0,7.6,9.1,0.0,0.0,0.0,983.2,88.0,6.6,209.0,10.6,0.353,0.0
2023-04-28 22:15:00+01:00,8.9,89.0,7.2,7.2,0.0,0.0,0.0,982.8,54.0,6.9,223.0,10.1,0.353,0.0
2023-04-28 22:35:00+01:00,8.9,89.0,7.2,7.2,0.0,0.0,0.0,982.8,54.0,6.9,223.0,10.1,0.353,0.0
2023-04-28 23:15:00+01:00,8.0,92.0,6.8,6.3,0.0,0.0,0.0,982.5,73.0,5.4,233.0,9.6,0.353,0.0
2023-04-28 23:35:00+01:00,8.0,92.0,6.8,6.3,0.0,0.0,0.0,982.5,73.0,5.4,233.0,9.6,0.353,0.0
2023-04-29 00:15:00+01:00,6.7,96.0,6.1,5.4,0.0,0.0,0.0,982.3,46.0,2.1,301.0,9.0,0.353,0.0
2023-04-29 00:35:00+01:00,6.7,96.0,6.1,5.4,0.0,0.0,0.0,982.3,46.0,2.1,301.0,9.0,0.353,0.0
2023-04-29 01:15:00+01:00,8.1,95.0,7.3,6.4,0.0,0.0,0.0,982.6,89.0,6.6,315.0,9.8,0.347,0.0
2023-04-29 01:35:00+01:00,8.1,95.0,7.3,6.4,0.0,0.0,0.0,982.6,89.0,6.6,315.0,9.8,0.347,0.0
2023-04-29 02:15:00+01:00,8.7,94.0,7.9,7.4,0.1,0.1,0.0,982.2,97.0,5.5,302.0,9.5,0.349,0.0
2023-04-29 02:35:00+01:00,8.7,94.0,7.9,7.4,0.1,0.1,0.0,982.2,97.0,5.5,302.0,9.5,0.349,0.0
2023-04-29 03:15:00+01:00,8.2,95.0,7.4,7.0,0.0,0.0,0.0,982.1,66.0,3.3,229.0,9.2,0.349,0.0
2023-04-29 03:35:00+01:00,8.2,95.0,7.4,7.0,0.0,0.0,0.0,982.1,66.0,3.3,229.0,9.2,0.349,0.0
2023-04-29 04:15:00+01:00,8.0,94.0,7.1,6.5,0.0,0.0,0.0,982.0,56.0,5.4,222.0,8.8,0.349,0.0
2023-04-29 04:35:00+01:00,8.0,94.0,7.1,6.5,0.0,0.0,0.0,982.0,56.0,5.4,222.0,8.8,0.349,0.0
2023-04-29 05:15:00+01:00,8.5,91.0,7.0,7.5,0.0,0.0,0.0,982.1,50.0,1.1,270.0,8.7,0.349,1.0
2023-04-29 05:35:00+01:00,8.5,91.0,7.0,7.5,0.0,0.0,0.0,982.1,50.0,1.1,270.0,8.7,0.349,1.0
2023-04-29 06:15:00+01:00,9.3,89.0,7.6,8.4,0.0,0.0,0.0,982.5,51.0,1.8,307.0,8.9,0.349,1.0
2023-04-29 06:35:00+01:00,9.3,89.0,7.6,8.4,0.0,0.0,0.0,982.5,51.0,1.8,307.0,8.9,0.349,1.0
2023-04-29 07:15:00+01:00,10.7,89.0,8.9,10.3,0.0,0.0,0.0,982.7,30.0,1.1,288.0,9.6,0.349,1.0
2023-04-29 07:35:00+01:00,10.7,89.0,8.9,10.3,0.0,0.0,0.0,982.7,30.0,1.1,288.0,9.6,0.349,1.0
2023-04-29 08:15:00+01:00,13.0,82.0,10.0,12.9,0.0,0.0,0.0,983.0,30.0,1.1,180.0,11.1,0.349,1.0
2023-04-29 08:35:00+01:00,13.0,82.0,10.0,12.9,0.0,0.0,0.0,983.0,30.0,1.1,180.0,11.1,0.349,1.0
2023-04-29 09:15:00+01:00,15.0,73.0,10.2,14.5,0.0,0.0,0.0,983.4,30.0,3.3,186.0,12.5,0.349,1.0
2023-04-29 09:35:00+01:00,15.0,73.0,10.2,14.5,0.0,0.0,0.0,983.4,30.0,3.3,186.0,12.5,0.349,1.0
2023-04-29 10:15:00+01:00,16.5,65.0,9.9,15.7,0.0,0.0,0.0,983.5,30.0,4.9,163.0,13.7,0.348,1.0
2023-04-29 10:35:00+01:00,16.5,65.0,9.9,15.7,0.0,0.0,0.0,983.5,30.0,4.9,163.0,13.7,0.348,1.0
2023-04-29 11:15:00+01:00,18.0,59.0,9.9,17.9,0.0,0.0,0.0,983.3,2.0,6.7,164.0,15.0,0.347,1.0
2023-04-29 11:35:00+01:00,18.0,59.0,9.9,17.9,0.0,0.0,0.0,983.3,2.0,6.7,164.0,15.0,0.347,1.0
2023-04-29 12:15:00+01:00,19.3,54.0,9.8,19.4,0.0,0.0,0.0,982.9,15.0,8.8,171.0,16.2,0.345,1.0
2023-04-29 12:35:00+01:00,19.3,54.0,9.8,19.4,0.0,0.0,0.0,982.9,15.0,8.8,171.0,16.2,0.345,1.0
2023-04-29 13:15:00+01:00,20.2,49.0,9.1,20.5,0.0,0.0,0.0,982.3,15.0,6.1,152.0,16.6,0.341,1.0
2023-04-29 13:35:00+01:00,20.2,49.0,9.1,20.5,0.0,0.0,0.0,982.3,15.0,6.1,152.0,16.6,0.341,1.0
2023-04-29 14:15:00+01:00,21.1,48.0,9.6,21.1,0.0,0.0,0.0,982.0,53.0,5.0,201.0,17.4,0.34,1.0
2023-04-29 14:35:00+01:00,21.1,48.0,9.6,21.1,0.0,0.0,0.0,982.0,53.0,5.0,201.0,17.4,0.34,1.0
2023-04-29 15:15:00+01:00,17.8,67.0,11.6,17.4,1.7,1.7,0.0,982.0,17.0,7.8,257.0,17.4,0.357,1.0
2023-04-29 15:35:00+01:00,17.8,67.0,11.6,17.4,1.7,1.7,0.0,982.0,17.0,7.8,257.0,17.4,0.357,1.0
2023-04-29 16:15:00+01:00,18.2,60.0,10.3,18.0,0.0,0.0,0.0,981.5,22.0,1.8,79.0,17.1,0.356,1.0
2023-04-29 16:35:00+01:00,18.2,60.0,10.3,18.0,0.0,0.0,0.0,981.5,22.0,1.8,79.0,17.1,0.356,1.0
2023-04-29 17:15:00+01:00,18.1,64.0,11.2,17.8,0.0,0.0,0.0,981.6,8.0,4.7,58.0,16.7,0.356,1.0
2023-04-29 17:35:00+01:00,18.1,64.0,11.2,17.8,0.0,0.0,0.0,981.6,8.0,4.7,58.0,16.7,0.356,1.0
2023-04-29 18:15:00+01:00,17.2,70.0,11.7,17.6,0.0,0.0,0.0,982.0,23.0,0.8,243.0,16.0,0.355,1.0
2023-04-29 18:35:00+01:00,17.2,70.0,11.7,17.6,0.0,0.0,0.0,982.0,23.0,0.8,243.0,16.0,0.355,1.0
2023-04-29 19:15:00+01:00,13.5,89.0,11.8,12.6,1.6,1.6,0.0,983.4,77.0,9.7,4.0,14.7,0.374,1.0
2023-04-29 19:35:00+01:00,13.5,89.0,11.8,12.6,1.6,1.6,0.0,983.4,77.0,9.7,4.0,14.7,0.374,1.0
2023-04-29 20:15:00+01:00,14.1,84.0,11.3,13.8,0.2,0.2,0.0,983.6,36.0,4.3,355.0,13.5,0.375,0.0
2023-04-29 20:35:00+01:00,14.1,84.0,11.3,13.8,0.2,0.2,0.0,983.6,36.0,4.3,355.0,13.5,0.375,0.0
2023-04-29 21:15:00+01:00,12.1,94.0,11.2,10.6,0.0,0.0,0.0,984.9,87.0,12.6,3.0,12.6,0.375,0.0
2023-04-29 21:35:00+01:00,12.1,94.0,11.2,10.6,0.0,0.0,0.0,984.9,87.0,12.6,3.0,12.6,0.375,0.0
2023-04-29 22:15:00+01:00,11.0,96.0,10.5,10.6,0.0,0.0,0.0,984.2,34.0,3.6,270.0,12.0,0.374,0.0
2023-04-29 22:35:00+01:00,11.0,96.0,10.5,10.6,0.0,0.0,0.0,984.2,34.0,3.6,270.0,12.0,0.374,0.0
2023-04-29 23:15:00+01:00,9.8,97.0,9.4,8.8,0.0,0.0,0.0,984.2,12.0,5.4,323.0,11.3,0.373,0.0
2023-04-29 23:35:00+01:00,9.8,97.0,9.4,8.8,0.0,0.0,0.0,984.2,12.0,5.4,323.0,11.3,0.373,0.0
2023-04-30 00:15:00+01:00,9.8,97.0,9.4,8.3,0.0,0.0,0.0,984.3,3.0,9.1,326.0,10.7,0.373,0.0
2023-04-30 00:35:00+01:00,9.8,97.0,9.4,8.3,0.0,0.0,0.0,984.3,3.0,9.1,326.0,10.7,0.373,0.0
2023-04-30 01:15:00+01:00,10.6,96.0,10.0,8.5,0.0,0.0,0.0,984.8,63.0,14.0,316.0,12.0,0.341,0.0
2023-04-30 01:35:00+01:00,10.6,96.0,10.0,8.5,0.0,0.0,0.0,984.8,63.0,14.0,316.0,12.0,0.341,0.0
2023-04-30 02:15:00+01:00,10.5,96.0,10.0,9.8,0.1,0.1,0.0,984.9,45.0,5.1,8.0,11.5,0.342,0.0
2023-04-30 02:35:00+01:00,10.5,96.0,10.0,9.8,0.1,0.1,0.0,984.9,45.0,5.1,8.0,11.5,0.342,0.0
2023-04-30 03:15:00+01:00,10.3,97.0,9.8,8.6,0.2,0.2,0.0,985.6,87.0,11.2,320.0,11.0,0.345,0.0
2023-04-30 03:35:00+01:00,10.3,97.0,9.8,8.6,0.2,0.2,0.0,985.6,87.0,11.2,320.0,11.0,0.345,0.0
2023-04-30 04:15:00+01:00,10.0,95.0,9.3,9.2,0.2,0.2,0.0,985.5,54.0,4.6,309.0,10.6,0.348,0.0
2023-04-30 04:35:00+01:00,10.0,95.0,9.3,9.2,0.2,0.2,0.0,985.5,54.0,4.6,309.0,10.6,0.348,0.0
2023-04-30 05:15:00+01:00,9.8,97.0,9.3,8.7,0.0,0.0,0.0,986.0,51.0,6.6,347.0,10.2,0.348,1.0
2023-04-30 05:35:00+01:00,9.8,97.0,9.3,8.7,0.0,0.0,0.0,986.0,51.0,6.6,347.0,10.2,0.348,1.0
2023-04-30 06:15:00+01:00,10.2,97.0,9.8,9.0,0.0,0.0,0.0,986.8,74.0,7.7,349.0,10.3,0.348,1.0
2023-04-30 06:35:00+01:00,10.2,97.0,9.8,9.0,0.0,0.0,0.0,986.8,74.0,7.7,349.0,10.3,0.348,1.0
2023-04-30 07:15:00+01:00,11.7,94.0,10.7,10.8,0.3,0.3,0.0,987.4,100.0,7.4,331.0,11.1,0.351,1.0
2023-04-30 07:35:00+01:00,11.7,94.0,10.7,10.8,0.3,0.3,0.0,987.4,100.0,7.4,331.0,11.1,0.351,1.0
2023-04-30 08:15:00+01:00,12.8,86.0,10.6,12.0,0.1,0.1,0.0,987.6,45.0,6.5,357.0,12.1,0.352,1.0
2023-04-30 08:35:00+01:00,12.8,86.0,10.6,12.0,0.1,0.1,0.0,987.6,45.0,6.5,357.0,12.1,0.352,1.0
2023-04-30 09:15:00+01:00,14.0,74.0,9.5,12.1,0.0,0.0,0.0,987.8,14.0,12.0,9.0,13.1,0.351,1.0
2023-04-30 09:35:00+01:00,14.0,74.0,9.5,12.1,0.0,0.0,0.0,987.8,14.0,12.0,9.0,13.1,0.351,1.0
2023-04-30 10:15:00+01:00,15.4,61.0,7.9,13.1,0.1,0.1,0.0,988.0,34.0,14.3,18.0,14.0,0.351,1.0
2023-04-30 10:35:00+01:00,15.4,61.0,7.9,13.1,0.1,0.1,0.0,988.0,34.0,14.3,18.0,14.0,0.351,1.0
2023-04-30 11:15:00+01:00,16.5,54.0,7.1,14.1,0.0,0.0,0.0,987.7,29.0,14.7,25.0,14.9,0.349,1.0
2023-04-30 11:35:00+01:00,16.5,54.0,7.1,14.1,0.0,0.0,0.0,987.7,29.0,14.7,25.0,14.9,0.349,1.0
2023-04-30 12:15:00+01:00,17.1,50.0,6.7,14.7,0.0,0.0,0.0,987.4,100.0,14.3,25.0,15.6,0.348,1.0
2023-04-30 12:35:00+01:00,17.1,50.0,6.7,14.7,0.0,0.0,0.0,987.4,100.0,14.3,25.0,15.6,0.348,1.0
2023-04-30 13:15:00+01:00,16.9,48.0,6.0,14.8,0.0,0.0,0.0,987.3,55.0,11.6,30.0,16.0,0.337,1.0
2023-04-30 13:35:00+01:00,16.9,48.0,6.0,14.8,0.0,0.0,0.0,987.3,55.0,11.6,30.0,16.0,0.337,1.0
2023-04-30 14:15:00+01:00,17.4,47.0,5.9,14.8,0.0,0.0,0.0,986.8,89.0,11.2,33.0,16.3,0.336,1.0
2023-04-30 14:35:00+01:00,17.4,47.0,5.9,14.8,0.0,0.0,0.0,986.8,89.0,11.2,33.0,16.3,0.336,1.0
2023-04-30 15:15:00+01:00,16.9,47.0,5.7,13.8,0.0,0.0,0.0,986.5,89.0,14.0,46.0,16.2,0.335,1.0
2023-04-30 15:35:00+01:00,16.9,47.0,5.7,13.8,0.0,0.0,0.0,986.5,89.0,14.0,46.0,16.2,0.335,1.0
2023-04-30 16:15:00+01:00,16.6,47.0,5.2,13.6,0.0,0.0,0.0,986.2,1.0,12.5,51.0,16.0,0.334,1.0
2023-04-30 16:35:00+01:00,16.6,47.0,5.2,13.6,0.0,0.0,0.0,986.2,1.0,12.5,51.0,16.0,0.334,1.0
2023-04-30 17:15:00+01:00,16.0,48.0,5.0,13.1,0.0,0.0,0.0,986.3,7.0,11.0,58.0,15.6,0.333,1.0
2023-04-30 17:35:00+01:00,16.0,48.0,5.0,13.1,0.0,0.0,0.0,986.3,7.0,11.0,58.0,15.6,0.333,1.0
2023-04-30 18:15:00+01:00,14.6,55.0,5.7,12.1,0.0,0.0,0.0,986.3,21.0,9.3,54.0,14.9,0.332,1.0
2023-04-30 18:35:00+01:00,14.6,55.0,5.7,12.1,0.0,0.0,0.0,986.3,21.0,9.3,54.0,14.9,0.332,1.0
2023-04-30 19:15:00+01:00,12.0,69.0,6.5,10.2,0.0,0.0,0.0,986.7,13.0,6.1,50.0,13.7,0.332,1.0
2023-04-30 19:35:00+01:00,12.0,69.0,6.5,10.2,0.0,0.0,0.0,986.7,13.0,6.1,50.0,13.7,0.332,1.0
2023-04-30 20:15:00+01:00,12.9,59.0,5.0,11.1,0.0,0.0,0.0,987.7,18.0,4.1,38.0,12.2,0.332,0.0
2023-04-30 20:35:00+01:00,12.9,59.0,5.0,11.1,0.0,0.0,0.0,987.7,18.0,4.1,38.0,12.2,0.332,0.0
2023-04-30 21:15:00+01:00,12.3,62.0,5.1,10.7,0.0,0.0,0.0,988.0,16.0,2.8,310.0,11.2,0.333,0.0
2023-04-30 21:35:00+01:00,12.3,62.0,5.1,10.7,0.0,0.0,0.0,988.0,16.0,2.8,310.0,11.2,0.333,0.0
2023-04-30 22:15:00+01:00,10.2,73.0,5.6,8.5,0.0,0.0,0.0,987.9,16.0,4.1,315.0,10.5,0.333,0.0
2023-04-30 22:35:00+01:00,10.2,73.0,5.6,8.5,0.0,0.0,0.0,987.9,16.0,4.1,315.0,10.5,0.333,0.0
2023-04-30 23:15:00+01:00,9.4,77.0,5.6,7.2,0.0,0.0,0.0,987.8,29.0,7.9,309.0,10.0,0.333,0.0
2023-04-30 23:35:00+01:00,9.4,77.0,5.6,7.2,0.0,0.0,0.0,987.8,29.0,7.9,309.0,10.0,0.333,0.0
2023-05-01 00:15:00+01:00,8.3,82.0,5.4,5.7,0.0,0.0,0.0,987.5,5.0,10.0,322.0,9.6,0.333,0.0
2023-05-01 00:35:00+01:00,8.3,82.0,5.4,5.7,0.0,0.0,0.0,987.5,5.0,10.0,322.0,9.6,0.333,0.0
2023-05-01 01:15:00+01:00,7.9,85.0,5.6,5.7,0.0,0.0,0.0,987.3,22.0,7.7,323.0,8.6,0.333,0.0
2023-05-01 01:35:00+01:00,7.9,85.0,5.6,5.7,0.0,0.0,0.0,987.3,22.0,7.7,323.0,8.6,0.333,0.0
2023-05-01 02:15:00+01:00,7.4,87.0,5.4,5.1,0.0,0.0,0.0,987.0,55.0,8.0,324.0,8.5,0.333,0.0
2023-05-01 02:35:00+01:00,7.4,87.0,5.4,5.1,0.0,0.0,0.0,987.0,55.0,8.0,324.0,8.5,0.333,0.0
2023-05-01 03:15:00+01:00,7.0,88.0,5.2,4.6,0.0,0.0,0.0,986.9,100.0,8.2,331.0,8.3,0.333,0.0
2023-05-01 03:35:00+01:00,7.0,88.0,5.2,4.6,0.0,0.0,0.0,986.9,100.0,8.2,331.0,8.3,0.333,0.0
2023-05-01 04:15:00+01:00,7.4,87.0,5.4,5.0,0.0,0.0,0.0,986.9,100.0,8.4,335.0,8.4,0.333,0.0
2023-05-01 04:35:00+01:00,7.4,87.0,5.4,5.0,0.0,0.0,0.0,986.9,100.0,8.4,335.0,8.4,0.333,0.0
2023-05-01 05:15:00+01:00,7.8,84.0,5.3,5.5,0.0,0.0,0.0,986.9,100.0,7.9,336.0,8.6,0.333,1.0
2023-05-01 05:35:00+01:00,7.8,84.0,5.3,5.5,0.0,0.0,0.0,986.9,100.0,7.9,336.0,8.6,0.333,1.0
2023-05-01 06:15:00+01:00,9.0,81.0,5.9,6.9,0.0,0.0,0.0,987.3,100.0,7.7,332.0,9.0,0.334,1.0
2023-05-01 06:35:00+01:00,9.0,81.0,5.9,6.9,0.0,0.0,0.0,987.3,100.0,7.7,332.0,9.0,0.334,1.0
2023-05-01 07:15:00+01:00,10.5,74.0,6.1,8.5,0.0,0.0,0.0,987.5,100.0,7.2,342.0,9.7,0.333,1.0
2023-05-01 07:35:00+01:00,10.5,74.0,6.1,8.5,0.0,0.0,0.0,987.5,100.0,7.2,342.0,9.7,0.333,1.0
2023-05-01 08:15:00+01:00,11.7,68.0,6.0,9.7,0.0,0.0,0.0,987.5,82.0,6.8,3.0,10.6,0.333,1.0
2023-05-01 08:35:00+01:00,11.7,68.0,6.0,9.7,0.0,0.0,0.0,987.5,82.0,6.8,3.0,10.6,0.333,1.0
